,item,type,tax_year,total,< $5k,$5k - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 55k,$55k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
357,Net business income,#,2009,1963610.0,175110.0,216680.0,258290.0,209080.0,166330.0,133890.0,113930.0,99710.0,88580.0,72390.0,60890.0,51590.0,81710.0,59620.0,43920.0,30110.0,62490.0,25010.0,14280.0
358,Net professional income,#,2009,319240.0,13840.0,17230.0,20670.0,18160.0,15720.0,14030.0,12820.0,12130.0,11870.0,10870.0,9940.0,9460.0,17470.0,15280.0,12960.0,10690.0,34910.0,31070.0,30130.0
359,Net commission income,#,2009,200840.0,16750.0,17950.0,20440.0,18330.0,15630.0,13240.0,12070.0,10840.0,9800.0,8140.0,7160.0,6130.0,10040.0,7550.0,5790.0,4210.0,10140.0,4710.0,1930.0
360,Net farming income,#,2009,367590.0,27620.0,24950.0,36320.0,32920.0,28020.0,24050.0,23070.0,20980.0,20660.0,16230.0,13790.0,11770.0,20080.0,14920.0,11370.0,7860.0,18460.0,8570.0,5960.0
361,Net fishing income,#,2009,29840.0,1180.0,1470.0,2770.0,3740.0,4200.0,3700.0,2900.0,2370.0,1780.0,1260.0,910.0,730.0,960.0,560.0,370.0,220.0,460.0,170.0,90.0
362,Workers' compensation benefits,#,2009,636380.0,9210.0,19820.0,40590.0,61370.0,73480.0,71560.0,67470.0,60070.0,49410.0,40560.0,31160.0,24710.0,33290.0,19900.0,12700.0,7520.0,10610.0,2320.0,660.0
363,Social assistance payments,#,2009,1508820.0,117400.0,418640.0,519360.0,251570.0,110050.0,41240.0,19850.0,10960.0,6400.0,3980.0,2530.0,1710.0,1950.0,1040.0,650.0,380.0,710.0,250.0,160.0
364,Net federal supplements,#,2009,1845780.0,35720.0,129380.0,490180.0,800460.0,271490.0,60080.0,25860.0,13250.0,6380.0,3420.0,2120.0,1540.0,2020.0,1020.0,630.0,460.0,990.0,490.0,310.0
365,Total income assessed,#,2009,25526020.0,2509400.0,2063200.0,2554810.0,2501120.0,1937420.0,1664400.0,1609180.0,1505260.0,1354920.0,1130140.0,966630.0,813790.0,1306010.0,966540.0,710130.0,474670.0,925250.0,350200.0,182960.0
366,Registered pension plan contributions,#,2009,4613410.0,21290.0,38170.0,60500.0,92670.0,135290.0,190440.0,274000.0,346650.0,362620.0,360360.0,348750.0,317470.0,544360.0,451930.0,358900.0,228590.0,362080.0,91460.0,27900.0
367,Registered Retirement Savings Plan deduction,#,2009,6171340.0,27520.0,36040.0,86750.0,158140.0,228490.0,299490.0,380290.0,443000.0,459640.0,443130.0,413270.0,369240.0,633470.0,521900.0,409080.0,292260.0,606800.0,239520.0,123320.0
368,Saskatchewan Pension Plan deduction,#,2009,10630.0,290.0,360.0,610.0,700.0,760.0,860.0,820.0,950.0,820.0,690.0,600.0,450.0,770.0,590.0,420.0,260.0,470.0,160.0,50.0
369,Deduction for elected split-pension amount,#,2009,1008940.0,490.0,1510.0,4160.0,15770.0,58700.0,82680.0,95250.0,104320.0,102350.0,91800.0,77320.0,62620.0,90360.0,60050.0,39150.0,26930.0,58590.0,25960.0,10930.0
370,"Annual union, professional, or like dues",#,2009,5616720.0,131820.0,198350.0,222950.0,236620.0,270040.0,314340.0,372740.0,417610.0,410090.0,388280.0,364360.0,326270.0,549960.0,447190.0,340230.0,208000.0,316500.0,77320.0,24070.0
371,Universal Child Care Benefit repayment,#,2009,10740.0,2840.0,1740.0,1910.0,1160.0,690.0,490.0,420.0,300.0,220.0,190.0,170.0,110.0,180.0,130.0,100.0,40.0,70.0,10.0,10.0
372,Child care expenses,#,2009,1221640.0,35360.0,52750.0,74100.0,91510.0,101610.0,109030.0,111940.0,105980.0,91760.0,77670.0,65300.0,53350.0,80270.0,56250.0,38780.0,22790.0,37300.0,11600.0,4300.0
373,Disability supports deductions,#,2009,1400.0,30.0,50.0,90.0,110.0,130.0,110.0,100.0,100.0,80.0,80.0,50.0,50.0,90.0,50.0,70.0,40.0,90.0,30.0,30.0
374,Business investment loss,#,2009,12060.0,370.0,260.0,340.0,430.0,570.0,580.0,650.0,630.0,690.0,610.0,590.0,530.0,960.0,820.0,670.0,530.0,1400.0,830.0,620.0
375,Moving expenses,#,2009,110080.0,4020.0,6970.0,8460.0,9040.0,9090.0,9010.0,7830.0,7180.0,6440.0,5620.0,4990.0,4470.0,7170.0,5250.0,3870.0,2750.0,5380.0,1940.0,600.0
376,Support payments made,#,2009,89480.0,760.0,800.0,1410.0,1950.0,2760.0,3480.0,4210.0,4730.0,4870.0,4850.0,4790.0,4330.0,8000.0,7080.0,6030.0,4860.0,12410.0,6890.0,5300.0
377,Carrying charges and interest expenses,#,2009,2568100.0,36590.0,39910.0,73630.0,136210.0,157480.0,151670.0,161480.0,165240.0,165610.0,146610.0,133020.0,118440.0,207240.0,166010.0,134400.0,101390.0,247460.0,129310.0,96400.0
378,Deductions for CPP/QPP contributions on self-employment/other earnings,#,2009,1538130.0,32990.0,194100.0,247270.0,191320.0,148820.0,118250.0,97620.0,83960.0,73930.0,56240.0,40650.0,30880.0,45560.0,31170.0,23090.0,16790.0,45940.0,32320.0,27240.0
379,Deduction for PPIP premiums on self-employment income,#,2009,395550.0,14760.0,43940.0,62500.0,51770.0,38630.0,29030.0,22870.0,19000.0,16060.0,13330.0,11100.0,9420.0,13350.0,7940.0,5720.0,4140.0,12140.0,10580.0,9270.0
380,Exploration and development expenses,#,2009,82380.0,620.0,380.0,530.0,900.0,1340.0,1580.0,1800.0,2060.0,2490.0,2440.0,2640.0,2620.0,5200.0,4860.0,4480.0,3810.0,13800.0,12910.0,17940.0
381,Other employment expenses,#,2009,836320.0,3470.0,6100.0,12170.0,21470.0,30290.0,38950.0,46080.0,50970.0,54520.0,54750.0,52990.0,49970.0,86920.0,68470.0,55500.0,43010.0,98570.0,42280.0,19870.0
382,Clergy residence deduction,#,2009,28580.0,80.0,170.0,340.0,680.0,1040.0,1800.0,2370.0,2400.0,2690.0,2630.0,2680.0,2410.0,3730.0,2290.0,1270.0,770.0,1010.0,180.0,30.0
383,Other deductions,#,2009,860360.0,33420.0,37030.0,60320.0,80910.0,86320.0,82640.0,76340.0,66900.0,55660.0,43950.0,35130.0,28220.0,42620.0,29710.0,21090.0,14860.0,32920.0,17830.0,14510.0
384,Total deductions before adjustments,#,2009,14014800.0,294950.0,515780.0,680980.0,778280.0,868220.0,924130.0,1011860.0,1054480.0,1012310.0,906310.0,805750.0,696640.0,1141780.0,876090.0,655750.0,441180.0,857900.0,324070.0,168350.0
385,Social benefits repayment,#,2009,426910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6340.0,28310.0,77910.0,84630.0,56240.0,36680.0,78500.0,35560.0,22730.0
386,Net income after adjustments,#,2009,25416510.0,2406870.0,2060920.0,2553640.0,2500450.0,1936920.0,1664030.0,1608870.0,1505020.0,1354720.0,1129980.0,966500.0,813700.0,1305840.0,966400.0,710040.0,474600.0,925050.0,350080.0,182890.0
387,Canadian Forces personnel and police deduction,#,2009,12650.0,10.0,10.0,30.0,20.0,40.0,50.0,70.0,120.0,330.0,450.0,1150.0,1350.0,3230.0,2190.0,1360.0,830.0,1220.0,150.0,30.0
388,Employee home relocation loan deduction,#,2009,1750.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,20.0,90.0,90.0,120.0,140.0,550.0,400.0,210.0
389,Security options deductions,#,2009,34310.0,70.0,90.0,160.0,170.0,220.0,250.0,370.0,520.0,600.0,670.0,650.0,760.0,1570.0,1630.0,1610.0,1700.0,7140.0,7120.0,9020.0
390,Other payments deductions,#,2009,3710200.0,159990.0,553770.0,990400.0,986080.0,404000.0,159240.0,108210.0,81760.0,60830.0,47080.0,35300.0,27600.0,36810.0,21740.0,13830.0,8230.0,11830.0,2650.0,860.0
391,Limited partnership losses of other years,#,2009,2340.0,10.0,10.0,10.0,20.0,30.0,20.0,30.0,50.0,60.0,60.0,70.0,70.0,140.0,140.0,130.0,110.0,400.0,360.0,650.0
392,Non-capital losses of other years,#,2009,33630.0,2270.0,1190.0,4270.0,4970.0,4210.0,3320.0,2630.0,1960.0,1560.0,1290.0,930.0,770.0,1110.0,710.0,520.0,320.0,810.0,430.0,380.0
393,Net capital losses of other years,#,2009,272780.0,2000.0,2320.0,4800.0,7980.0,11520.0,12130.0,13910.0,14600.0,16010.0,14490.0,13520.0,12580.0,23290.0,19330.0,15670.0,12830.0,35620.0,21940.0,18270.0
394,Capital gains deduction,#,2009,56150.0,410.0,390.0,870.0,1260.0,1550.0,1910.0,2110.0,2160.0,2260.0,2280.0,2250.0,2160.0,4440.0,3440.0,2940.0,2410.0,7640.0,6980.0,8720.0
395,Northern residents deductions,#,2009,247710.0,2400.0,3470.0,7840.0,13080.0,14600.0,14760.0,14060.0,13580.0,13310.0,12150.0,11590.0,11040.0,19990.0,18410.0,16340.0,13000.0,31320.0,14220.0,2580.0
396,Additional deductions,#,2009,194440.0,4980.0,6620.0,16620.0,29880.0,30890.0,20420.0,16910.0,13470.0,11140.0,7790.0,5700.0,4750.0,7210.0,4600.0,3180.0,2140.0,4550.0,2340.0,1260.0
397,Farming/fishing losses of prior years,#,2009,12530.0,270.0,180.0,900.0,1140.0,1130.0,1090.0,860.0,820.0,740.0,580.0,520.0,500.0,820.0,550.0,460.0,350.0,870.0,440.0,290.0
398,Total deductions from net income,#,2009,4468740.0,171400.0,564840.0,1013390.0,1018700.0,447350.0,205590.0,154160.0,125070.0,103720.0,84270.0,69580.0,59640.0,95480.0,70480.0,54380.0,40580.0,97960.0,53540.0,38630.0
399,Taxable income assessed,#,2009,24776550.0,2329330.0,1820410.0,2307390.0,2462930.0,1918840.0,1656880.0,1604550.0,1502060.0,1352970.0,1128760.0,966090.0,813340.0,1305440.0,966120.0,709820.0,474440.0,924620.0,349800.0,182780.0
400,Basic personal amount,#,2009,25724480.0,2728090.0,2059410.0,2552140.0,2499230.0,1935870.0,1663250.0,1608190.0,1504430.0,1354310.0,1129510.0,966140.0,813410.0,1305300.0,965990.0,709700.0,474280.0,924060.0,349180.0,182000.0
401,Age amount,#,2009,4559780.0,109260.0,190760.0,605370.0,1029790.0,600280.0,407450.0,360960.0,291450.0,249250.0,173770.0,133690.0,106900.0,165830.0,83370.0,26560.0,11650.0,10770.0,1800.0,870.0
402,Spouse or common-law partner amount,#,2009,2081850.0,123830.0,116170.0,175910.0,215550.0,188440.0,148330.0,130820.0,115650.0,99240.0,86390.0,76440.0,67060.0,114900.0,93720.0,74260.0,55000.0,121110.0,51440.0,27610.0
403,Amount for eligible dependant,#,2009,961920.0,71360.0,81150.0,116350.0,102300.0,85240.0,73470.0,68570.0,62210.0,51570.0,42290.0,34760.0,28490.0,43720.0,31840.0,23010.0,13850.0,22450.0,6600.0,2700.0
404,Amount for children 17 and under,#,2009,3746580.0,189010.0,158330.0,225020.0,228970.0,223760.0,221050.0,229340.0,229970.0,215230.0,196620.0,181310.0,162540.0,283910.0,237460.0,190650.0,134030.0,271940.0,108150.0,59270.0
405,Amount for infirm dependents age 18 or older,#,2009,13070.0,280.0,260.0,430.0,760.0,990.0,1000.0,1010.0,1010.0,900.0,780.0,760.0,620.0,1070.0,740.0,620.0,420.0,870.0,370.0,190.0
406,CPP or QPP contributions employment,#,2009,15192820.0,553490.0,909050.0,1056140.0,1069620.0,1065360.0,1058020.0,1083610.0,1070070.0,976360.0,859960.0,756690.0,649720.0,1058750.0,819890.0,616040.0,413280.0,781270.0,271090.0,124410.0
407,CPP or QPP contributions self-employment,#,2009,1538130.0,32990.0,194100.0,247270.0,191320.0,148820.0,118250.0,97620.0,83960.0,73930.0,56240.0,40650.0,30880.0,45560.0,31170.0,23090.0,16790.0,45940.0,32320.0,27240.0
408,Employment Insurance premiums,#,2009,14615180.0,545350.0,948260.0,1007020.0,1021760.0,1025130.0,1027560.0,1052320.0,1038810.0,948220.0,833090.0,733030.0,631170.0,1021740.0,786380.0,587540.0,390330.0,707640.0,224420.0,85430.0
409,Provincial Parental Insurance Plan (PPIP) premiums paid,#,2009,3623110.0,130330.0,231690.0,260490.0,278440.0,283840.0,294960.0,309050.0,296200.0,247800.0,210750.0,179130.0,149530.0,234470.0,167900.0,101830.0,66980.0,121010.0,39400.0,19310.0
410,PPIP premiums payable on employment income,#,2009,110090.0,2670.0,5990.0,6740.0,6490.0,6010.0,5900.0,6150.0,6100.0,6010.0,6290.0,6620.0,6310.0,10530.0,7650.0,5830.0,4340.0,7890.0,1990.0,580.0
411,PPIP premiums payable on self-employment income,#,2009,398130.0,14960.0,44150.0,62820.0,52070.0,38880.0,29240.0,23060.0,19180.0,16230.0,13470.0,11210.0,9510.0,13450.0,7980.0,5740.0,4150.0,12170.0,10590.0,9270.0
412,Canada employment amount,#,2009,17003780.0,931380.0,1123800.0,1181280.0,1164940.0,1172130.0,1167900.0,1200080.0,1181620.0,1078120.0,938700.0,819710.0,699850.0,1134120.0,866710.0,646100.0,433330.0,826820.0,294620.0,142600.0
413,Public transit amount,#,2009,1528690.0,81140.0,101440.0,123610.0,124210.0,117350.0,108520.0,104560.0,101020.0,90880.0,79910.0,70170.0,60010.0,95220.0,73180.0,54030.0,39110.0,73460.0,22730.0,8160.0
414,Children's fitness amount,#,2009,1528760.0,19120.0,17730.0,30190.0,43560.0,54970.0,65740.0,78770.0,88160.0,89810.0,88440.0,86500.0,81700.0,151570.0,137740.0,117820.0,85060.0,177360.0,74020.0,40520.0
415,Home renovation expenses,#,2009,3174410.0,10330.0,11640.0,34570.0,81200.0,124300.0,153700.0,187430.0,208560.0,215840.0,207880.0,198110.0,183030.0,328370.0,275110.0,223870.0,161530.0,343800.0,144730.0,80430.0
416,Home buyers' amount,#,2009,203580.0,1550.0,1330.0,2900.0,5750.0,9320.0,13160.0,17130.0,19320.0,19770.0,18430.0,16990.0,14860.0,22860.0,14980.0,9340.0,5320.0,8040.0,1940.0,600.0
417,Adoption expenses,#,2009,3100.0,40.0,40.0,50.0,80.0,100.0,130.0,150.0,160.0,170.0,180.0,190.0,150.0,330.0,270.0,240.0,170.0,390.0,180.0,90.0
418,Pension income amount,#,2009,4299010.0,28290.0,69480.0,199020.0,504860.0,566020.0,442720.0,423380.0,369980.0,343360.0,247410.0,192730.0,155800.0,237170.0,144970.0,94420.0,62070.0,131940.0,57110.0,28290.0
419,Caregiver amount,#,2009,188460.0,3830.0,3560.0,6190.0,10160.0,13180.0,14910.0,15750.0,15770.0,14870.0,13060.0,10940.0,9270.0,14360.0,11200.0,8640.0,5850.0,11600.0,3810.0,1490.0
420,Disability amount,#,2009,585780.0,27690.0,47390.0,93440.0,82270.0,72740.0,56270.0,46250.0,36360.0,28530.0,20630.0,15280.0,11580.0,15910.0,9380.0,5950.0,3800.0,7370.0,3100.0,1840.0
421,Disability amount transferred from a dependent,#,2009,193500.0,5590.0,4330.0,6760.0,9130.0,10880.0,12490.0,14010.0,14410.0,13930.0,12370.0,11100.0,9710.0,16250.0,13030.0,10340.0,7120.0,14050.0,5430.0,2570.0
422,Interest paid on student loans,#,2009,643350.0,4990.0,5460.0,18240.0,37660.0,50540.0,60250.0,65770.0,65010.0,58440.0,50720.0,44160.0,37340.0,56520.0,35610.0,20600.0,11180.0,15680.0,3950.0,1250.0
423,"Tuition, education, and textbook amounts",#,2009,1628680.0,600.0,1320.0,210480.0,264650.0,197100.0,160280.0,135410.0,113840.0,94680.0,78030.0,66030.0,54480.0,81580.0,56450.0,39230.0,23880.0,37230.0,9830.0,3610.0
424,"Tuition, education, and textbook amounts transferred from a child",#,2009,688930.0,640.0,680.0,3460.0,11270.0,19160.0,26200.0,33130.0,38960.0,40780.0,40190.0,38720.0,36000.0,68180.0,64710.0,56800.0,43270.0,98120.0,43470.0,25230.0
425,Amounts transferred from spouse,#,2009,1170840.0,150600.0,80010.0,157950.0,165920.0,135990.0,102130.0,81610.0,61520.0,41750.0,30860.0,24500.0,19790.0,31230.0,22790.0,17110.0,11620.0,23160.0,8520.0,3790.0
426,Allowable portion of medical expenses,#,2009,4065660.0,97020.0,124880.0,263620.0,504600.0,552530.0,472680.0,427230.0,354570.0,287280.0,200950.0,150640.0,113750.0,160140.0,96800.0,60430.0,40190.0,88250.0,41550.0,28570.0
427,Total tax credits on personal amounts,#,2009,25732240.0,2729690.0,2060600.0,2552880.0,2499730.0,1936260.0,1663570.0,1608490.0,1504670.0,1354490.0,1129660.0,966300.0,813530.0,1305540.0,966130.0,709840.0,474410.0,924490.0,349550.0,182410.0
428,Allowable charitable donations and government gifts,#,2009,5800930.0,13840.0,22880.0,81650.0,207400.0,323070.0,362610.0,414460.0,433700.0,424780.0,385800.0,353310.0,315270.0,540750.0,439310.0,348650.0,248300.0,525170.0,226000.0,133980.0
429,"Eligible cultural, ecological gifts",#,2009,5950.0,70.0,90.0,170.0,310.0,390.0,410.0,410.0,440.0,410.0,390.0,330.0,330.0,540.0,440.0,300.0,210.0,440.0,160.0,140.0
430,Total tax credit on donations and gifts,#,2009,5752400.0,12390.0,21470.0,79290.0,203190.0,318240.0,357930.0,409730.0,429300.0,421020.0,382640.0,350650.0,313310.0,537770.0,437340.0,347410.0,247540.0,523870.0,225480.0,133840.0
431,Total federal non-refundable tax credits,#,2009,25732890.0,2729790.0,2060650.0,2552920.0,2499760.0,1936290.0,1663610.0,1608540.0,1504700.0,1354520.0,1129700.0,966310.0,813560.0,1305570.0,966150.0,709860.0,474420.0,924530.0,349580.0,182470.0
432,Federal dividend tax credit,#,2009,3463770.0,11010.0,9000.0,59360.0,109870.0,173740.0,194520.0,226780.0,241370.0,252290.0,219600.0,200750.0,179730.0,315680.0,250330.0,198610.0,148870.0,362350.0,185330.0,124590.0
433,Basic federal tax,#,2009,15960820.0,17860.0,26090.0,466630.0,929390.0,1273920.0,1360380.0,1451430.0,1415080.0,1300400.0,1096620.0,944630.0,800340.0,1290300.0,958790.0,706050.0,472270.0,920570.0,348180.0,181930.0
434,Net federal tax,#,2009,15914430.0,17450.0,25760.0,460940.0,923490.0,1267580.0,1356120.0,1448130.0,1412330.0,1298230.0,1094840.0,943060.0,799110.0,1288240.0,957170.0,704740.0,471240.0,917930.0,346810.0,181270.0
435,CPP contributions on self-employment,#,2009,1181850.0,25480.0,155010.0,188440.0,142470.0,112280.0,90670.0,75940.0,65880.0,58570.0,44620.0,32350.0,24350.0,35780.0,24440.0,17950.0,12990.0,34410.0,22050.0,18190.0
436,Net provincial tax,#,2009,12243660.0,9090.0,23370.0,193390.0,577250.0,1042200.0,1074520.0,1099310.0,1066140.0,994900.0,841620.0,728770.0,621040.0,1012450.0,764760.0,586100.0,392550.0,770880.0,293010.0,152320.0
437,Total tax payable,#,2009,17023050.0,44680.0,189510.0,630600.0,1074440.0,1489510.0,1496380.0,1529100.0,1461250.0,1329760.0,1114720.0,957080.0,807740.0,1298890.0,963210.0,708390.0,473560.0,922770.0,348990.0,182480.0
438,Number of taxable returns,$,2012,,,,,,,,,,,,,,,,,,,,
439,Number of non-taxable returns,$,2012,,,,,,,,,,,,,,,,,,,,
440,Total number of returns,$,2012,,,,,,,,,,,,,,,,,,,,
441,Employment income,$,2012,717787013000.0,1860051000.0,5878135000.0,10200893000.0,13983645000.0,18639180000.0,22675815000.0,28023734000.0,33363795000.0,36037038000.0,36444201000.0,36065088000.0,35021435000.0,65509303000.0,60849407000.0,52334102000.0,45453226000.0,105759614000.0,53630803000.0,56057549000.0
442,Commissions (from employment),$,2012,13041635000.0,7909000.0,17908000.0,41844000.0,72829000.0,107620000.0,148533000.0,187041000.0,231874000.0,269905000.0,297642000.0,325276000.0,335754000.0,698982000.0,681980000.0,645391000.0,610347000.0,2331962000.0,2336964000.0,3691874000.0
443,Other employment income,$,2012,9226992000.0,87766000.0,232493000.0,325275000.0,338263000.0,387977000.0,436260000.0,467253000.0,472373000.0,474177000.0,412582000.0,361861000.0,314340000.0,541723000.0,445158000.0,359592000.0,294296000.0,918579000.0,775825000.0,1581202000.0
444,Old Age Security pension (OASP),$,2012,29916678000.0,69305000.0,637964000.0,2342188000.0,6646453000.0,4320576000.0,2644354000.0,2376477000.0,2005634000.0,1818715000.0,1285989000.0,991005000.0,802829000.0,1284650000.0,780975000.0,480046000.0,308052000.0,633930000.0,298071000.0,189466000.0
445,CPP or QPP benefits,$,2012,42851725000.0,235157000.0,1037638000.0,2688928000.0,5952348000.0,5722324000.0,3937727000.0,3686873000.0,3280377000.0,3051961000.0,2302884000.0,1838198000.0,1512296000.0,2352816000.0,1474086000.0,936224000.0,607036000.0,1267943000.0,583398000.0,383510000.0
446,Other pensions or superannuation,$,2012,77407028000.0,45679000.0,103439000.0,327339000.0,1156593000.0,3007743000.0,3908414000.0,5149024000.0,6004305000.0,6940212000.0,6328534000.0,5772772000.0,5190636000.0,8718000000.0,6052257000.0,4111999000.0,2792091000.0,6245143000.0,3091572000.0,2461275000.0
447,Elected split-pension amount,$,2012,11868518000.0,27017000.0,104487000.0,409645000.0,1041361000.0,1167550000.0,1047707000.0,1409274000.0,1306544000.0,1641058000.0,707632000.0,407944000.0,365456000.0,815856000.0,504679000.0,333749000.0,166878000.0,278389000.0,92000000.0,41294000.0
448,Universal Child Care Benefit (UCCB),$,2012,2418394000.0,584037000.0,220082000.0,236860000.0,195676000.0,164394000.0,149438000.0,137987000.0,126002000.0,111153000.0,92005000.0,75856000.0,61773000.0,90519000.0,59463000.0,39635000.0,25882000.0,34987000.0,10099000.0,2546000.0
449,Employment Insurance and other benefits,$,2012,16277235000.0,81809000.0,388950000.0,1033105000.0,1645956000.0,1935915000.0,2039417000.0,1917064000.0,1601915000.0,1303923000.0,1003107000.0,771838000.0,587536000.0,789030000.0,452752000.0,268598000.0,157650000.0,244869000.0,43874000.0,9927000.0
450,Taxable amount of dividends from taxable Canadian corporations,$,2012,60936674000.0,79384000.0,79572000.0,159071000.0,288782000.0,435099000.0,596545000.0,774231000.0,1044896000.0,1292606000.0,1355659000.0,1578954000.0,1449944000.0,3198625000.0,2928424000.0,2735975000.0,2293146000.0,8927691000.0,8781576000.0,22936494000.0
451,Interest and other investment income,$,2012,14415780000.0,170413000.0,201132000.0,336862000.0,600550000.0,725715000.0,645067000.0,663993000.0,656252000.0,689066000.0,576341000.0,510828000.0,473438000.0,879671000.0,713416000.0,585311000.0,477439000.0,1433983000.0,1208235000.0,2868069000.0
452,Net partnership income (Limited or non-active partners only),$,2012,228477000.0,-23968000.0,-282000.0,406000.0,-468000.0,-407000.0,-729000.0,-25000.0,-105000.0,-324000.0,-149000.0,101000.0,1122000.0,1605000.0,3861000.0,4897000.0,5619000.0,27109000.0,40472000.0,169740000.0
453,Registered disability savings plan income (RDSP),$,2012,358000.0,11000.0,17000.0,78000.0,70000.0,30000.0,15000.0,45000.0,9000.0,13000.0,,,,,,,,,,
454,Net rental income,$,2012,4963890000.0,-108366000.0,106766000.0,166449000.0,199471000.0,230183000.0,206165000.0,207456000.0,202883000.0,216021000.0,181226000.0,171876000.0,161825000.0,292119000.0,248707000.0,215230000.0,177902000.0,553563000.0,463209000.0,1071203000.0
455,Taxable capital gains,$,2012,16163054000.0,61169000.0,45480000.0,71173000.0,99964000.0,135787000.0,154058000.0,175130000.0,198371000.0,228037000.0,231400000.0,235360000.0,238909000.0,518064000.0,495501000.0,469826000.0,442723000.0,1698967000.0,2146780000.0,8516357000.0
456,Support payments received,$,2012,1070775000.0,4869000.0,18828000.0,40450000.0,56103000.0,71435000.0,65749000.0,64766000.0,63548000.0,57706000.0,55750000.0,49808000.0,44113000.0,82197000.0,65132000.0,47693000.0,40274000.0,122293000.0,72804000.0,47256000.0
457,Registered retirement savings plan income (RRSP),$,2012,11994886000.0,80888000.0,151321000.0,296788000.0,405487000.0,527408000.0,566885000.0,635152000.0,704868000.0,757386000.0,651399000.0,593381000.0,553164000.0,1022901000.0,801211000.0,633077000.0,487913000.0,1320683000.0,821831000.0,983144000.0
458,Other income,$,2012,18274541000.0,223800000.0,517565000.0,664779000.0,620324000.0,590867000.0,561918000.0,586668000.0,626816000.0,666324000.0,575296000.0,510578000.0,480813000.0,888624000.0,773479000.0,675876000.0,595596000.0,2174751000.0,2107035000.0,4433433000.0
