,item,type,tax_year,< $0,$1 - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
534,net fishing income,$,2006,-6425442.559911378,977586.8152610474,1148294.640976015,27078813.367079582,22215916.438545875,43848012.11314656,28899696.841372572,50296215.7164866,41075717.02353549,28594698.859428495,39920594.069530874,45121492.49298022,24715079.007013,27768472.98296805,14672906.646287177,31353337.32298237,7099169.445399784,9186357.12780812
535,tax-exempt income,$,2006,17161826.745211404,4563682527.724856,7694182952.451016,4351469939.317723,1461647063.9105809,977485528.6177899,701051518.1245143,581762027.5670664,467075958.04306555,272123068.8678869,500006635.6756542,264905541.99665806,168080063.25112846,97627805.52638993,58617653.19400555,141682943.1347373,97173722.70998812,24374801.407754496
536,other income,$,2006,-162032454.01213288,974477656.7286922,875325999.3447533,841365384.4970176,763724051.2053361,801153449.0715998,748124770.0915023,812636395.48136,712304577.995645,676385375.360873,1252128244.9932296,1107899479.1509964,953968818.5472959,749265098.3672783,675388441.6586975,2215977632.492908,2310294844.252599,4442040683.329056
537,total income assessed,$,2006,-1255790496.8809013,25373533232.36077,37510020896.24461,47093544575.256836,45751338362.84251,50774971503.96509,56564500099.83609,59082656759.04443,57731886704.04007,54311040719.077034,97124550889.817,84416259154.86613,70522305973.94241,52185301519.361404,37540190659.30931,92992874104.42033,57865868448.13072,119193930592.71698
538,rpp deduction,$,2006,9149939.45832226,25666490.622331087,41798380.15239552,67198566.56661125,135806041.7214567,254256787.8285584,457698408.15045667,634580166.8954488,793276989.9931113,867541722.4921508,1854927166.9492373,1932196357.1808603,1846478267.6285179,1289393763.346807,788069263.2566333,1371777360.0368505,434450278.39242095,205990857.18590847
539,rrsp contributions,$,2006,8979231.632607292,98233249.28159235,210444055.33272624,615035258.9032565,668780910.7513568,954270402.3727257,1287638886.8984573,1663502239.5055013,1808300031.433451,1846069706.8989732,3739952399.6763663,3399012454.05409,3244907671.46816,2655856419.743065,2201989833.2538233,6032279676.246379,3460592457.050336,2565801213.365391
540,"annual union, professional, or like dues",$,2006,1658142.0137780514,46821742.4371013,51468409.45306271,68211432.99918672,97556108.23958965,142809614.7844561,194107316.41180384,225233043.3004996,261873771.01196024,278934311.1139141,531336073.9030365,501626083.9156035,414823430.6438854,259998261.03343844,146482109.14167076,223199344.07014862,51329567.08814787,19127242.845276397
541,child care expenses,$,2006,1653589.805092319,120232935.80756593,178126787.82054,247872315.14681858,334503122.5406503,384427195.1970783,388015473.6936069,343137524.36531335,344258505.754175,262555464.26264867,418202307.5408703,299503466.06039625,212884039.18827885,117707598.03915584,72665769.19817595,145235942.0139515,56418936.39879677,24155157.338667907
542,carrying charges and interest expenses,$,2006,20104829.660537444,39184274.31461365,59113843.94075039,79020652.52345847,100703960.54577364,125778664.03895952,152777813.75403878,143240936.55742925,152131400.12066478,162893959.50590774,317545007.1341254,292388363.8845964,265424493.78683156,238424206.01958084,195439975.50455204,616126650.9356608,593711575.3671142,1595365917.949629
543,cpp/qpp contrib. on self-empl./other earning,$,2006,607719.8595452844,39999119.66935976,78822631.4456291,99232459.08811063,104433357.51155998,93644622.92637402,94011075.72557549,89003646.17126977,81126049.04060973,64046162.05174152,88962676.29309818,67137111.74935387,46944652.07161607,36861509.832718655,29204694.823316645,84353564.99879405,67217913.45352562,53672816.50912866
544,other employment expenses,$,2006,5503620.301050553,22474254.28146119,28450166.23365649,61146405.11892994,80170085.21660592,143298977.21817234,160787424.93658504,192638091.0584837,220141397.88550782,240141526.74627343,490668917.6090455,415188745.39091545,361199550.37812835,270728954.95788133,241345585.94364965,655460010.0847323,442113921.71485156,406700014.2441958
545,other deductions (from total income),$,2006,12242027.20810604,118514477.02870193,130280798.42914893,152368114.97232285,137372001.50934866,214972364.92285863,198954280.6099375,194527257.66306266,193099002.1879141,219077319.10521787,330921672.3571503,349477613.01236725,305258595.8913335,272393925.28468794,233276796.04818887,697155965.5416988,863080557.9801329,2587408271.89222
546,total deduction before adjustment,$,2006,59900237.99121068,511126543.4427272,778505072.8079094,1390085205.3186948,1659325588.0363417,2313459767.3413544,2933990680.1804614,3485861767.464837,3854208285.4795656,3941259034.1246557,7772517359.515101,7256529057.196012,6697921839.108923,5141364638.257335,3908475165.2221823,9825588513.928215,5968916345.497498,7458221491.330418
547,social benefits repayment,$,2006,0.0,0.0,0.0,0.0,1202921.1452048046,1231372.4494906324,0.0,0.0,0.0,529194.2597163994,47039110.40184502,94621071.68946363,149430802.317854,159301128.8006934,140226236.35530293,372383189.0668016,192319436.45048243,140041871.90353078
548,net income after adjustment,$,2006,0.0,24925186198.90298,36737110487.911476,45936539282.96067,44091770369.69365,48470542180.60405,53642119827.90859,55601772831.77745,53878671938.10616,50370593116.15061,89307861173.3199,77073480537.75372,63684366162.02556,46885182017.345665,33497349088.362534,82834323390.59158,51736910101.86893,111611027519.64087
549,capital gains deduction,$,2006,17458858.361955445,1453292.6229200903,3003319.6804119954,14462366.994572049,8339646.31226188,18220215.2646442,24057284.851924658,37191544.96243426,32498217.807444084,37569378.28335006,76167555.72967565,80455736.31163563,77419413.11825207,80673104.27637936,106684424.70665468,411292054.75592846,714028727.0353662,1523174716.5069408
550,losses from other years,$,2006,18504728.307502482,20728482.25048279,31586638.01812616,58119186.342917845,78508529.04631357,94317211.759691,77575326.26573841,81810018.39564104,86718437.41103208,58408251.59446186,112457763.37233488,116841540.33669524,95424536.52249542,99157347.64479604,67092727.714667976,265004552.53557274,255696423.82542127,563455320.3373933
551,additional deductions (from net income),$,2006,18220215.2646442,4614233667.127744,7830628579.492819,4517434363.582157,1615216961.975937,1113019575.870274,954622060.4936985,661968530.4531583,587485291.9372036,381979244.97632563,729830581.435715,436142561.97134197,297919297.43776137,207437321.49579996,164834338.45820123,432622566.6050994,500398125.6226272,3997298999.1503654
552,total deductions (from net income),$,2006,54183801.934102125,4637286051.912293,7865218537.191357,4590014778.8674755,1702068551.4910266,1225558140.9467807,1056254671.6113616,780970093.8112335,709106651.3939179,477956874.85413754,918455900.5377256,633439838.6196729,470763247.07850885,387267773.4169753,338611490.8795239,1110069744.6419194,1470128966.7442718,6084674460.166988
553,taxable income assessed,$,2006,0.0,20303973995.86001,28890548039.96642,41357170982.15695,42393945614.74989,47246488544.62791,52712689690.28174,54820959789.16587,53169657468.93813,49899541941.872734,88390040305.89383,76442196169.94675,63213741757.311966,46498094056.171776,33160943142.591248,81726560477.70116,50274687183.5596,105534904383.49002
554,basic personal amount,$,2006,7634490978.007178,41795763770.45339,26362235403.180206,23889600830.82919,17992912104.443867,16312473372.523096,15396842117.474867,13926401324.435623,12004810475.440348,10103689770.85264,15691330187.615757,11517441909.128458,8331728883.305221,5445280332.586377,3501575991.8479857,6921946271.003361,2718656414.667087,1677734719.961444
555,age amount,$,2006,190206073.56813112,1811194098.1054056,4693178070.155716,5296713311.866641,2705089694.731433,2060750730.465945,1543362623.975993,1040816993.9058714,643000614.9118825,393777431.83757275,343337821.5474856,54717548.40250426,11603579.93993206,4514652.964075175,3942212.721844317,4486201.659789347,1981348.8304650565,974172.658746748
556,"spouse,elig. depend.,adoption amt.",$,2006,469464729.5509036,2424858004.142085,2105889293.7414968,1975575491.7993762,1630069680.8653107,1472402794.9827952,1386021221.0145073,1234277896.6843011,1060345969.1676637,925881690.9563266,1425018854.773006,1141047524.748329,819185885.7279576,596057100.8924378,396860415.1699851,816731107.1941763,326375153.932275,187766089.71257854
557,cpp or qpp contributions,$,2006,13279930.78845304,319934916.694135,552072522.5187193,835232421.3451645,1085230617.9482203,1372573996.5568535,1686044776.9172485,1850208802.6464756,1881211619.9006565,1682441703.7424912,2719175366.4572606,2078405333.801387,1562298674.0564685,1029944043.4599993,662719644.8863041,1289309547.486121,484432391.709592,288075146.15486485
558,employment insurance premiums,$,2006,11125598.02793015,183362965.8613038,234176995.31579247,323634724.30346406,406827476.0873963,511287008.79889923,614774644.9559983,671421191.7890817,648232240.7439605,574775525.2866385,931543500.5092064,707480374.84094,534025291.18413293,348107398.1979618,218153220.74201417,398682436.6964495,125290439.6574147,59694250.54818128
559,canada employment amount,$,2006,6804413.932998606,626855068.7557608,358693559.49663264,345257715.56069326,333993275.1678483,334474671.2363645,334651069.3229366,311755735.73804516,276355484.8934466,239338061.91324165,380925408.6655786,285265295.3435965,211537723.46947348,138131082.30769455,88199043.28606656,170598572.70650995,62271938.71647729,37111881.31043394
560,public transit passes amount,$,2006,2315936.1688663927,36106981.2430585,30739927.20257992,33341514.466476027,34317963.22956564,31327162.12303941,31945124.45212759,30356403.62080696,27633044.77456751,21802803.500315655,35416183.574998595,26324284.777419426,19127242.845276397,13339109.501367563,8983783.841293024,16803340.31120997,4971011.884819855,2032561.1781795467
561,pension income amount,$,2006,3350425.592699096,134829592.95836708,342496800.99279654,951805381.3694016,977338719.8876749,840680277.0898149,740547618.7341007,633958790.4098463,518614926.7307571,413737728.87233824,604293184.4570993,401694860.79423296,240617232.55393246,147288988.13121685,101596193.4481772,210590864.06284112,95901380.38232589,55086277.30604859
562,caregiver amount,$,2006,1389561.7013198356,27266591.97536605,16230900.068979112,43887843.93914672,63165309.671052285,63370159.06191025,67058586.14952498,73371361.54446448,58497019.66383364,50880036.48043179,79003581.74088697,55145456.01896311,39315150.314328454,31073376.488809824,19153418.045219358,39917179.91301657,11177948.427816074,5562799.013965075
563,disability amount,$,2006,47042524.55835932,508216544.0403727,567983629.9275258,599034245.3729069,469624056.8549043,393170850.03019893,332087037.7806978,293107612.8569421,243432773.626058,193980992.62077478,259341604.93052155,179871421.79934698,134259428.8204791,98696436.51536563,51806410.94797835,127742942.08685307,45885125.50001184,29574561.77903241
564,tuition and education amounts,$,2006,2345525.525323654,69396145.3096486,1039350044.6568941,1468735990.8864377,1326398667.7531264,1009183695.7487165,813949707.6871939,687848974.8837187,555337594.198561,481777315.9936385,767140483.8239783,608041928.3098,477721298.0546509,350124026.6457413,238034992.17695072,531102773.2078927,216530358.34555054,146362613.6636703
565,interest paid on student loans,$,2006,606581.8073738513,4717226.250590269,20001266.91293703,35495847.22699892,47368007.47938919,54469453.02913184,53111756.788612135,58398009.12491896,50498789.0030017,44231535.69491952,70927963.53239758,39005600.123698644,22395728.681632306,9540291.35312382,5979326.108709596,9915848.569696747,2731325.2114394805,859229.3894320033
566,amounts transferred from spouse,$,2006,88047682.34726596,278190024.9937968,538520597.2612938,679140599.6679125,545517342.0112646,380148119.0324898,323395733.3474631,257716466.42971504,196975207.8838153,138060523.0730657,199892035.59919837,133197626.144532,84251140.30336508,48727979.82425176,31088171.167038456,61282971.37950191,23175294.419063993,10359688.916555664
567,allowable amt. of med. expenses,$,2006,17700125.422299266,208048455.51185954,465027464.1344859,1040417537.5936984,1015958520.3252578,966206293.5467162,793341858.966883,678094729.7223655,552030414.5883763,413700173.1506809,567514752.4328953,396545174.7184981,249822936.56865495,178679881.17585653,134322021.6899079,312883545.4399354,206917231.65345502,208092839.54654542
568,total tax credits,$,2006,1293755917.3199103,7384371009.821779,5693185651.246167,5723685449.440575,4370198863.902998,3939624791.206478,3684009169.0852284,3323032676.932701,2860486166.531939,2396630896.1340294,3681412134.030018,2695664346.647624,1947367730.678235,1290223403.3797817,835218764.7191074,1668018030.5217478,661342601.75887,414043864.9064537
569,"charitable donations,cultural, ecological, gov",$,2006,0.0,14032183.27377033,75332225.43584374,188570692.59778175,302049288.7678921,374233661.89755183,426864022.61764777,476827927.1000759,476133715.2755017,474531337.8181239,836400062.8730549,806921097.4764229,668274477.5350691,508415703.1703735,405172748.2301326,1082528882.0932379,790918945.8939018,2586280462.1903296
570,"donations,gifts",$,2006,0.0,3341321.175327631,18984986.323847257,47634311.68750454,78810112.87174335,99174418.42736754,113863257.80405478,128648831.61531383,128970900.3798294,129244032.90097335,228283023.11994034,222024874.22922963,184075386.5206209,140388977.81581786,112647818.08496422,303145233.0089822,224347638.71112463,746398344.9474384
571,total non-refundable tax credits,$,2006,1293755917.3199103,7387712330.997107,5712171775.622187,5771319761.128079,4449008976.774741,4038799209.6338453,3797872426.889283,3451682646.6001863,2989457066.9117684,2525874929.0350027,3909695157.1499586,2917689220.8768535,2131443117.1988559,1430612381.1955996,947866582.8040715,1971162125.4785588,885690240.4699947,1160443347.9060636
572,basic federal tax,$,2006,3732811.1223006235,26825027.732849997,362848587.9745349,1145318634.5477173,2139695133.4939175,3164516804.130296,4179511394.2663503,4852581623.651838,5322279653.897886,5536464486.718113,10969668947.713413,10457287132.725595,9254895181.780508,7201581622.254878,5401378832.0211735,14517419130.312956,10401403080.847372,25742998455.66002
573,fed. dividend tax credit,$,2006,1752600.344007,20834321.10242607,29022606.475887347,46745492.941615276,58069112.04737479,81242130.36209592,100397824.51165813,144212833.11183313,139802880.94752982,144751131.788921,242558749.55839735,251450351.1738043,226022851.50747418,199070361.93142366,162147397.28144762,624508405.1782658,604071264.2836698,2082155215.706259
574,cpp contrib. on self-employ. earning,$,2006,413112.93823022145,58242095.97743262,113172460.13599488,143801996.2779458,159140663.44452134,157294742.8224568,149511604.02202573,144100165.94686127,134524594.97642303,103351069.89652708,146226047.40309832,111846629.35627529,75949049.7127605,57734524.70897345,45246678.23183786,127455014.8874805,91013446.30602066,78411794.61174175
575,net federal tax,$,2006,3732811.1223006235,29410682.26634604,363729440.3552242,1142499679.3190775,2131749253.2329714,3153549395.3541956,4162613595.6249113,4832820485.747074,5297144633.639614,5511430753.103099,10911157133.371351,10403851031.068125,9214396457.20789,7158821588.017621,5362243493.949931,14378410609.781086,10279665640.069172,25353369223.98732
576,net provincial tax,$,2006,2108810.6736655654,4631872.337732785,62598559.689678594,463850718.18922406,750747980.3466557,1219014340.9610403,1590216231.8738942,1932475179.9628613,2122512821.8096204,2204815616.7954917,4404496342.193478,4162521413.3990254,3788592749.4834175,3028231642.4446664,2279883814.127563,6385107714.851445,4594298407.24075,11535454998.897902
577,total tax payable,$,2006,6255872.786367844,92285788.63368288,539540292.0068978,1750167188.464476,3042840818.1693535,4531623598.055585,5902399472.181575,6909898850.71657,7554182050.425657,7820126634.054834,15508919771.421944,14773633367.876379,13229074651.068209,10404090022.024126,7827980332.089894,21263941487.40293,15157295792.014254,37107279027.45267
578,Number of Taxable Returns,$,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,Number of Non-Taxable Returns,$,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,Total Number of Returns,$,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Employment Income,$,2007,134662096.3117036,10265595189.874512,13157199231.646673,18148602903.792248,22569180816.002132,27318987950.695454,35034124632.35544,39319909279.90411,40521368009.171486,40009086685.3687,74347736719.88686,67231472481.438034,58391391570.52654,46977674259.40351,32338059251.81834,75584115131.62483,38874707227.721886,64679185397.50363
582,Commissions (from Employment),$,2007,674738.8826527664,31779423.25561769,44992967.074552506,84671392.80155498,151294909.9873763,173989257.64510098,239531191.74554977,314990786.98443013,300512246.7100442,325955571.7265832,703684847.2397153,749869445.4216876,750973260.430706,680223498.2162075,677283326.3140385,2456383011.7107577,2256372399.0343246,4725377585.395037
583,Other Employment Income,$,2007,10398982.285365123,449523938.1389876,392036629.9754448,430253306.72273,493749903.84775686,524601144.2911586,670181338.3053589,527265640.3401186,499157819.27461964,444481737.85609967,788037211.9369518,586302513.58178,500608452.29251397,424769802.75547117,354382420.89640063,1094407570.527688,904831511.2144535,3592642178.5018344
584,Old Age Security Pension,$,2007,12478778.742438147,884488189.4822817,3710494717.34488,5857603881.236749,3384452441.116078,2296306491.883255,2081326013.4198618,1700625441.3114564,1225424742.957648,946391869.2780806,1282016104.5982614,843222404.4069626,593122156.1601567,379685684.7939705,234782452.85478762,483283114.1952718,245591614.13141942,160785718.19180682
585,CPP or QPP Benefits,$,2007,26743892.549823567,1597080256.930723,3127140156.8385453,6375967859.349052,4829988790.514591,3675049249.8800554,3454031692.5506206,2928302278.134433,2236544857.9307375,1779639921.1413145,2484438587.755689,1593211902.2163382,1116387161.8401973,721242508.9390571,449987473.7470044,921952315.6141535,474852768.7487502,307734287.1064116
586,Other Pensions or Superannuation,$,2007,7184246.126169405,130011177.88498336,369681319.15331995,1315431797.4342165,2628110171.1248894,3435830416.6617303,4562828875.658111,5260498875.955431,5340667192.622511,4947779079.971428,8034304847.097479,5631235099.885748,4381635363.15556,2814016851.44037,1922110980.6336372,4191377895.3825784,2273568791.974421,1505864897.4040003
587,Universal Child Care Benefit,$,2007,12805588.020032732,880522014.3038548,287322046.41093755,221268778.06663328,204992786.76547712,171973933.76660106,155484515.99844432,132585634.64317745,97214644.1225662,86906812.72414923,110747216.04581954,65189558.110661425,42958746.06095356,25271027.608283345,13376948.45773211,21518278.896857087,6809638.212736156,2415498.5041259658
588,Employment Insurance and Other Benefits,$,2007,13651512.714758852,674858935.0404541,1419199301.0514088,1924245245.3036425,2216566139.7463584,2319329872.0109386,1764902378.956454,1321365497.8553047,1011769287.1435497,742785242.9519247,867850929.4218798,444863015.3466267,249348809.22757486,120188002.4220468,72930713.92416038,102028967.18808371,22181901.817686908,7491046.67248269
589,Taxable Amount of Dividends,$,2007,7733374.640222892,98824235.39452864,138845032.74567783,240223716.16711923,381808833.50215304,433541408.22995716,644035484.5016098,911135373.1642456,920327161.995639,962034250.7553289,1815319935.4006038,1752812658.8778188,1824130446.7414699,1430285249.777432,1248034609.3055182,4881380105.214431,4852526403.110612,16705993387.141718
590,Interest and Other Investment Income,$,2007,33525740.85800236,770825256.6503036,877474017.5720034,1774086386.614571,2344025092.7967935,2304612338.5573597,2411544556.505544,2615018902.8860073,2150769650.1201644,1905318097.107714,3243186351.8853626,2646583788.078442,2327264445.5601573,1792859022.941161,1313279747.2252944,3507540597.977731,2733889663.832035,6069889850.55426
591,Net Rental Income,$,2007,-103960921.35291156,48482267.49077497,122546809.52087574,116080654.5284686,156376016.1366445,152034121.44860217,107024480.43131523,95274908.78446229,118664004.05612102,94842497.86954972,166700521.4777959,128131468.74072336,106235247.14188613,106726572.65446031,99012095.14933641,285362302.3415523,320772198.7285439,1046965757.0635407
592,Taxable Capital Gains,$,2007,42370711.68051976,217264808.61800846,205369617.87127495,255997265.9938783,363503067.57212704,370282692.68794125,477200459.88575625,471467958.3736635,453554585.89598745,529268736.6606133,933385082.3490525,954813321.9551437,939726738.5690427,860003060.3748806,696960801.9330158,2750747019.936531,3376148817.634338,13679614977.843441
593,Registered Retirement Savings Plan Income,$,2007,22599861.982229643,307370795.1548013,333019765.46506476,420832529.077784,481715763.5782365,553919493.5991763,628797724.0347166,683962907.7734462,650045885.0592762,650411600.203251,1084541042.813642,935863941.8355693,802995961.762089,534728897.1080439,397695766.13950616,1058354059.951148,718345689.2879976,663426168.3055551
594,Net Business Income,$,2007,-665305877.4498152,1314473601.5250788,1923915101.2375011,2031966696.5412564,1878029522.428566,1720683082.8247786,1543212305.936731,1489814560.1278498,1331542160.9042108,1130635601.7048483,1733923304.9520884,1343608537.4630177,1250591280.5247955,1062074572.3732877,880868832.3127308,2479096256.5035815,1701255716.3468173,2259739423.870495
595,Net Professional Income,$,2007,-26573818.333932508,114485514.00687598,185687695.86756837,216927994.97477323,259624404.3367053,229874755.7099574,226871222.8253976,276207196.1841748,234296685.32312492,252027756.0269046,495373945.8700892,476415672.98105633,530087983.04696435,554776534.2557254,538344919.4890479,2694598073.576471,5012820795.7898445,11335245290.230135
596,Net Commission Income,$,2007,-22189682.99096297,65752025.77890244,95693980.54518731,91981249.29632366,82015789.52205339,115613784.1319049,147666660.04836702,106417548.91578244,158541405.49975422,153471415.31230897,190609843.76276848,204173540.37912604,190570937.89638817,222553783.25336576,234524562.5404953,731702629.0144484,704175061.1561072,561598400.0264667
597,Net Farming Income,$,2007,-302592043.1671172,-12269798.66016678,66092174.21068456,132652330.41411512,98256209.74537615,96080816.0166258,122066599.97012451,118152669.81226555,133430447.74172127,98197295.14771454,125113485.10579376,149975445.31899273,103047189.29106548,74172366.85978334,42226204.17682148,188352191.9165283,194256990.83687675,171831649.45526734
598,Net Fishing Income,$,2007,-6511730.435881228,2284330.154615214,3263646.3912166758,11179322.805335866,36813842.36522952,43725747.426736765,41678187.258950286,46943818.37447937,37112861.738266736,34348322.032900296,51346850.852547914,44204845.3813057,24937548.753594995,11413869.59980001,11986341.63368168,33097776.327818975,25044261.987095267,20403347.926015694
599,Tax Exempt Income,$,2007,13824921.719196796,4244860122.5013137,7913294263.500534,4825089986.139219,1751335347.5515494,1011134565.7234596,771224319.6797473,653323982.2008626,471377919.0828976,402634587.97744066,555414590.4643624,306748301.2927164,196998187.022415,137882390.45181078,88652018.7303516,164465101.55520165,109936862.42892684,29070463.359365974
600,Other Income,$,2007,-91616645.74853106,988128971.1346924,1270728956.963243,1841396870.2410505,1684821878.3877754,1697597453.3108861,2062587836.5749233,2245084139.803124,1298751185.1227052,1169097941.2084205,1874205631.561473,1673379107.2872357,1431490220.0390391,998170019.4493587,743516673.2398745,2471532956.07925,3034832098.264627,4611831370.1622
601,Total Income Assessed,$,2007,-880097384.5622184,23074341254.66114,35643998542.98277,46316461279.09691,45996661727.02787,48645167464.9055,57146319365.046844,61218344066.74028,59191072752.47303,56665317246.217636,100887938162.07442,87762077049.999,75754500594.44693,59928719086.27421,42358015028.9256,106101297578.72728,67842920412.2595,132137107806.81398
602,Registered Pension Plan Contributions,$,2007,4510857.307751114,18264636.87128106,30740080.825172324,62262725.36267998,128429376.51757827,207224871.89952448,410306824.8276373,618275354.5731168,782445883.1400105,881882608.0309833,1905926140.219429,2043609554.9546092,1936331630.5937307,1639330916.2235548,927553648.7767355,1619511156.293244,527112240.06696194,256690902.0116301
603,Registered Retirement Savings Plan Contributions,$,2007,7727816.659311419,70519661.80476359,162326390.500467,355915312.0317848,676444071.1964061,872665252.4873973,1118681496.3604531,1584632602.8813891,1775102385.5251884,1809950925.8401213,3762370687.9802003,3673435212.223364,3206388071.8666854,2772275303.199029,2169946907.457109,6396870313.960918,3930808634.2909226,2610919336.165705
604,Deduction for elected split-pension amount,$,2007,16673.942734417622,1742982.8138377885,6190479.139198115,35089756.68649074,161005814.23590112,340479687.4444432,488379782.6910921,637208060.7499568,848946013.149597,833150231.3991921,1568832374.746255,1134560647.8245304,896573463.1761875,635289445.7393166,488129673.5500758,1083611748.4052439,535515907.2051084,243341743.45845535
605,"Annual Union, Professional, or Like Dues",$,2007,1716304.5054627203,45487627.37567356,50029609.376528926,61885894.256882146,89741382.98900022,119768930.66132177,176709333.50317565,228091755.43355697,252427930.65253064,270161224.54867494,531956576.2294014,514641242.4977999,441504883.279915,319699508.41262966,175666656.28418338,277819010.6485018,68735549.9321809,22570960.481489986
606,Child Care Expenses,$,2007,5137797.554565216,111381937.4659097,125271331.76367958,224074446.83074462,286204892.24773157,331805902.4339992,371101939.0742923,372450305.2434156,308326767.8715746,297789947.6596049,443949283.2847806,321066771.71685195,231252023.37982026,153684841.7793095,91881205.63991715,172164016.7137734,60216276.791075796,28762551.216870394
607,Carrying Charges & Interest Expenses,$,2007,17197504.536278334,50010712.24142992,49965136.79795584,79195670.00757222,109045362.29072665,127712396.97999832,149288478.87833473,170039756.4094086,154930941.09966165,170376570.05264384,324162567.08454216,310650003.8925701,319397154.2510456,294269522.55027825,242127880.42738974,724491704.579904,690848134.5265784,1884172202.9319255
608,CPP or QPP contributions on self-employment or other earnings,$,2007,847036.2909084151,39114846.462579146,82832812.71603985,99524540.98937419,98606362.54279892,95585044.11932245,92081292.95273016,92679331.6988046,84330132.77359055,70663057.71227959,91774492.40641688,64475913.361628346,51125643.21227131,42111709.77004514,33275631.716986097,95507232.38656184,73241960.85520284,58556663.69091009
609,Other Employment Expenses,$,2007,4294096.052203684,21414900.451903697,26981774.132834595,52896415.93066646,85450621.72534342,133469353.60810158,164900847.2586611,186959361.9001133,195593129.44799474,225701823.6416238,469391496.7051373,462910890.9623603,374468963.9104624,297028504.2747332,247911515.36386806,728749117.958092,475941021.41121656,448137777.6996663
610,Other Deductions (from Total Income),$,2007,15583466.879586708,201112204.493087,93940993.36570887,131597425.63711762,135875959.34276918,181853800.63483462,196437942.54653856,197568435.8639321,210449612.42436084,217811713.93969738,387858139.92619973,398160413.34370524,334888358.6475018,290226647.2352731,208348695.63982424,808772927.1214736,930851754.6496034,2800685478.426112
611,Total Deductions before Adjustments,$,2007,57030442.13261973,559049509.9804654,628278608.6175851,1102443299.329495,1770803843.0882556,2410566351.865125,3167885714.9005504,4087903853.1575117,4612552796.084509,4777485879.632457,9486219535.389997,8923511762.373602,7791931303.913802,6443916399.184169,4584840703.259907,11907497228.067713,7293272591.325033,8353838727.678947
612,Social Benefits Repayment,$,2007,0.0,793679.6741582787,331255.6623237634,17785.53891671213,924848.0236690306,30013.096921951717,739211.4612258478,344594.8165112975,895946.5229293734,704751.979574718,35239822.17110049,70422952.93690397,124368715.66365644,137772342.42976362,130197926.04360884,405062314.0395718,241086314.8045798,159286174.94189152
613,Net Income after Adjustments,$,2007,0.0,22672743785.921783,35026613576.951675,45259386666.35158,44338259155.10469,46360060304.55886,53998682486.20297,57246775423.63698,54642953629.09522,51941013462.734695,91554068441.44879,79101478905.0655,67881907425.16111,53374722428.7536,37658150799.10658,93910623446.4124,60426968731.467896,123675806629.80789
614,Capital Gains Deduction,$,2007,18897.135099006635,1184961.5303259455,19196154.47204386,4795425.930418507,15287782.29509637,25145417.239684068,26682754.759797372,23128981.76500183,19948705.08745724,40827816.179494984,83898833.45486028,105875089.97882271,89929242.74380799,89073313.68344122,79684772.32778181,427821134.2758696,968368125.802043,2433191780.5595474
615,Losses from Other Years,$,2007,5957043.940916268,37524152.325715706,21498270.165575784,50427560.80979036,71982522.38066316,60886569.288999386,74581434.25486772,58371027.12846691,64568175.84475879,75744163.86154778,178045472.11429363,99344462.40784247,109386622.31869106,92669327.33316396,69254665.34931244,256986586.59612042,228230704.9563438,597514072.6764023
616,Additional Deductions (from Net Income),$,2007,14664176.83682915,4282215312.2073207,8074023290.287045,4986182504.877339,1924159652.397606,1138255593.5344772,892125966.8508272,755972108.4624845,575383304.283101,502073536.06077814,765801953.5025147,483997870.5404872,338827855.51755357,250342576.21454614,217740571.78403053,475198475.1614438,496012002.0787262,4421381596.249681
617,Total Deductions (from Net Income),$,2007,20640117.912844423,4324795003.970112,8114718826.520846,5044346775.115899,2011428845.477183,1224295361.2364366,993390155.8654923,838209105.6248144,662666948.113048,618646627.6980032,1027746259.0716687,689217422.9271524,538472753.0500118,433073426.23721117,366680009.4611248,1160008419.2257984,1692615279.221842,7455855760.54361
618,Taxable Income Assessed,$,2007,0.0,18375416323.61617,26949443357.87256,40223417991.66164,42329479243.32991,45139467670.20565,53010386775.64093,56414965777.233635,53981681734.190956,51324811235.041565,90585559142.9316,78412349298.23676,67343434672.1111,52942379321.20815,37293719548.72224,92753084993.90367,58739364527.83584,116234474984.98213
619,Age Amount,$,2007,156716164.56842664,1277007252.2008424,4073154083.4146457,5377675564.319642,3075622120.173924,2119748335.4608715,1860219528.3958435,1345185892.4456937,863622417.5444314,559013938.902632,571042521.1912409,175057501.57628602,61416800.667953864,22952237.972017,6323870.681073456,7399895.78553454,2376592.637745658,978204.6404191671
