,item,type,tax_year,< $0,$1 - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
594,net business income,$,2007,-598514000.0,1182510000.0,1730768000.0,1827972000.0,1689489000.0,1547939000.0,1388285000.0,1340248000.0,1197865000.0,1017128000.0,1559850000.0,1208720000.0,1125041000.0,955450000.0,792436000.0,2230213000.0,1530462000.0,2032878000.0
595,net professional income,$,2007,-23906000.0,102992000.0,167046000.0,195150000.0,233560000.0,206797000.0,204095000.0,248478000.0,210775000.0,226726000.0,445642000.0,428587000.0,476871000.0,499081000.0,484299000.0,2424080000.0,4509570000.0,10197269000.0
596,net commission income,$,2007,-19962000.0,59151000.0,86087000.0,82747000.0,73782000.0,104007000.0,132842000.0,95734000.0,142625000.0,138064000.0,171474000.0,183676000.0,171439000.0,200211000.0,210980000.0,658245000.0,633481000.0,505218000.0
597,net farming income,$,2007,-272214000.0,-11038000.0,59457000.0,119335000.0,88392000.0,86435000.0,109812000.0,106291000.0,120035000.0,88339000.0,112553000.0,134919000.0,92702000.0,66726000.0,37987000.0,169443000.0,174755000.0,154581000.0
598,net fishing income,$,2007,-5858000.0,2055000.0,2936000.0,10057000.0,33118000.0,39336000.0,37494000.0,42231000.0,33387000.0,30900000.0,46192000.0,39767000.0,22434000.0,10268000.0,10783000.0,29775000.0,22530000.0,18355000.0
599,tax-exempt income,$,2007,12437000.0,3818707000.0,7118857000.0,4340686000.0,1575514000.0,909624000.0,693799000.0,587735000.0,424055000.0,362213000.0,499655000.0,275953000.0,177221000.0,124040000.0,79752000.0,147954000.0,98900000.0,26152000.0
600,other income,$,2007,-82419000.0,888928000.0,1143157000.0,1656534000.0,1515678000.0,1527171000.0,1855519000.0,2019694000.0,1168366000.0,1051729000.0,1686049000.0,1505384000.0,1287779000.0,897961000.0,668873000.0,2223409000.0,2730157000.0,4148837000.0
601,total income assessed,$,2007,-791742000.0,20757845000.0,32065600000.0,41666625000.0,41378931000.0,43761546000.0,51409244000.0,55072467000.0,53248719000.0,50976531000.0,90759522000.0,78951402000.0,68149299000.0,53912311000.0,38105578000.0,95449498000.0,61031984000.0,118871502000.0
602,Registered Pension Plan contributions,$,2007,4058000.0,16431000.0,27654000.0,56012000.0,115536000.0,186421000.0,369115000.0,556205000.0,703894000.0,793348000.0,1714585000.0,1838446000.0,1741938000.0,1474754000.0,834434000.0,1456924000.0,474194000.0,230921000.0
603,RRSP deduction,$,2007,6952000.0,63440000.0,146030000.0,320184000.0,608534000.0,785056000.0,1006374000.0,1425547000.0,1596895000.0,1628245000.0,3384656000.0,3304649000.0,2884490000.0,2493959000.0,1952100000.0,5754671000.0,3536184000.0,2348802000.0
604,deduction for elected split-pension amount,$,2007,15000.0,1568000.0,5569000.0,31567000.0,144842000.0,306298000.0,439350000.0,573237000.0,763718000.0,749508000.0,1411333000.0,1020659000.0,806564000.0,571511000.0,439125000.0,974825000.0,481754000.0,218912000.0
605,"annual union, professional, or like dues",$,2007,1544000.0,40921000.0,45007000.0,55673000.0,80732000.0,107745000.0,158969000.0,205193000.0,227086000.0,243039000.0,478552000.0,462975000.0,397181000.0,287604000.0,158031000.0,249928000.0,61835000.0,20305000.0
606,child care expenses,$,2007,4622000.0,100200000.0,112695000.0,201579000.0,257472000.0,298495000.0,333846000.0,335059000.0,277373000.0,267894000.0,399380000.0,288834000.0,208036000.0,138256000.0,82657000.0,154880000.0,54171000.0,25875000.0
607,carrying charges and interest expenses,$,2007,15471000.0,44990000.0,44949000.0,71245000.0,98098000.0,114891000.0,134301000.0,152969000.0,139377000.0,153272000.0,291619000.0,279463000.0,287332000.0,264727000.0,217820000.0,651758000.0,621492000.0,1695015000.0
608,CPP or QPP contributions on self-employment,$,2007,762000.0,35188000.0,74517000.0,89533000.0,88707000.0,85989000.0,82837000.0,83375000.0,75864000.0,63569000.0,82561000.0,58003000.0,45993000.0,37884000.0,29935000.0,85919000.0,65889000.0,52678000.0
609,other employment expenses,$,2007,3863000.0,19265000.0,24273000.0,47586000.0,76872000.0,120070000.0,148346000.0,168190000.0,175957000.0,203043000.0,422268000.0,416438000.0,336875000.0,267209000.0,223023000.0,655588000.0,428160000.0,403148000.0
610,other deductions,$,2007,14019000.0,180922000.0,84510000.0,118386000.0,122235000.0,163597000.0,176717000.0,177734000.0,189322000.0,195945000.0,348920000.0,358188000.0,301268000.0,261090000.0,187432000.0,727578000.0,837401000.0,2519517000.0
611,total deductions before adjustments,$,2007,51305000.0,502925000.0,565204000.0,991766000.0,1593028000.0,2168563000.0,2849853000.0,3677508000.0,4149486000.0,4297861000.0,8533872000.0,8027656000.0,7009678000.0,5796994000.0,4124556000.0,10712071000.0,6561081000.0,7515174000.0
612,social benefits repayment,$,2007,0.0,714000.0,298000.0,16000.0,832000.0,27000.0,665000.0,310000.0,806000.0,634000.0,31702000.0,63353000.0,111883000.0,123941000.0,117127000.0,364397000.0,216883000.0,143295000.0
613,net income after adjustments,$,2007,0.0,20396565000.0,31510196000.0,40715673000.0,39887020000.0,41705847000.0,48577607000.0,51499615000.0,49157198000.0,46726513000.0,82362705000.0,71160265000.0,61067057000.0,48016288000.0,33877546000.0,84482679000.0,54360540000.0,111259654000.0
614,capital gains deduction,$,2007,17000.0,1066000.0,17269000.0,4314000.0,13753000.0,22621000.0,24004000.0,20807000.0,17946000.0,36729000.0,75476000.0,95246000.0,80901000.0,80131000.0,71685000.0,384871000.0,871151000.0,2188917000.0
615,losses from other years,$,2007,5359000.0,33757000.0,19340000.0,45365000.0,64756000.0,54774000.0,67094000.0,52511000.0,58086000.0,68140000.0,160171000.0,89371000.0,98405000.0,83366000.0,62302000.0,231187000.0,205318000.0,537528000.0
616,additional deductions,$,2007,13192000.0,3852312000.0,7263450000.0,4485606000.0,1730988000.0,1023983000.0,802563000.0,680078000.0,517619000.0,451669000.0,688921000.0,435408000.0,304812000.0,225210000.0,195881000.0,427492000.0,446216000.0,3977507000.0
617,total deductions from net income,$,2007,18568000.0,3890617000.0,7300060000.0,4537931000.0,1809496000.0,1101385000.0,893661000.0,754059000.0,596140000.0,556539000.0,924568000.0,620025000.0,484414000.0,389596000.0,329868000.0,1043552000.0,1522689000.0,6707342000.0
618,taxable income assessed,$,2007,0.0,16530658000.0,24243915000.0,36185279000.0,38079907000.0,40607793000.0,47688529000.0,50751313000.0,48562313000.0,46172173000.0,81491427000.0,70540319000.0,60582643000.0,47627349000.0,33549701000.0,83441349000.0,52842359000.0,104565378000.0
619,age amount,$,2007,140983000.0,1148805000.0,3664239000.0,4837796000.0,2766852000.0,1906941000.0,1673467000.0,1210139000.0,776921000.0,502893000.0,513714000.0,157483000.0,55251000.0,20648000.0,5689000.0,6657000.0,2138000.0,880000.0
620,other federal non-refundable tax credits,$,2007,7613512000.0,40109131000.0,27352557000.0,25808261000.0,20209481000.0,17582423000.0,17442927000.0,16191409000.0,13854584000.0,11939783000.0,18599544000.0,13805897000.0,10434158000.0,7397186000.0,4727235000.0,9481091000.0,3845677000.0,2260491000.0
621,CPP or QPP contributions,$,2007,12705000.0,272346000.0,481389000.0,718521000.0,916515000.0,1123827000.0,1448710000.0,1645152000.0,1696350000.0,1587839000.0,2589139000.0,1996995000.0,1518457000.0,1091097000.0,691114000.0,1364994000.0,526354000.0,295210000.0
622,EI premiums,$,2007,10738000.0,148803000.0,190906000.0,264712000.0,330276000.0,400165000.0,509903000.0,571815000.0,570375000.0,513540000.0,842748000.0,648801000.0,492512000.0,352014000.0,216911000.0,404388000.0,133032000.0,58573000.0
623,PPIP premiums paid,$,2007,517000.0,9443000.0,14336000.0,19829000.0,24339000.0,29239000.0,38186000.0,41119000.0,38905000.0,37751000.0,67351000.0,53115000.0,36918000.0,23163000.0,15170000.0,26931000.0,10995000.0,6044000.0
624,Canada employment amount,$,2007,12618000.0,1928095000.0,1190431000.0,1163358000.0,1119754000.0,1086657000.0,1154430000.0,1107432000.0,991847000.0,870526000.0,1392191000.0,1053129000.0,793733000.0,563824000.0,352671000.0,691310000.0,259032000.0,144615000.0
625,public transit amount,$,2007,2897000.0,55860000.0,58382000.0,60976000.0,62273000.0,57648000.0,63632000.0,62230000.0,63258000.0,50415000.0,82071000.0,59523000.0,45948000.0,31478000.0,22606000.0,44190000.0,14094000.0,5852000.0
626,children's fitness amount,$,2007,1089000.0,8925000.0,8992000.0,16987000.0,20103000.0,21649000.0,27853000.0,34991000.0,33376000.0,35883000.0,69464000.0,65197000.0,61677000.0,52432000.0,37067000.0,81679000.0,38872000.0,26973000.0
627,pension income amount,$,2007,2439000.0,121544000.0,296847000.0,882373000.0,982386000.0,799403000.0,786940000.0,724290000.0,547195000.0,445336000.0,621034000.0,411335000.0,299920000.0,186547000.0,118927000.0,237462000.0,114385000.0,57386000.0
628,disability amount,$,2007,45966000.0,475554000.0,538853000.0,576778000.0,511737000.0,477611000.0,398501000.0,348375000.0,290744000.0,260146000.0,358451000.0,241938000.0,192982000.0,134319000.0,82461000.0,174968000.0,68019000.0,36910000.0
629,education amounts and interest,$,2007,2703000.0,79444000.0,479117000.0,1165149000.0,1142490000.0,971182000.0,814793000.0,725767000.0,632385000.0,507708000.0,826375000.0,595810000.0,500832000.0,402033000.0,257916000.0,556471000.0,243122000.0,151917000.0
630,amounts transferred from spouse or common-law partner,$,2007,227359000.0,634511000.0,558895000.0,581373000.0,564025000.0,349761000.0,273762000.0,194458000.0,145014000.0,108280000.0,160938000.0,105327000.0,85662000.0,55202000.0,41406000.0,68640000.0,28501000.0,10965000.0
631,medical expenses,$,2007,23166000.0,180859000.0,343475000.0,796673000.0,957252000.0,800458000.0,819013000.0,735448000.0,550864000.0,444098000.0,602363000.0,356505000.0,279413000.0,200126000.0,135325000.0,345024000.0,209884000.0,216656000.0
632,net tax credits on personal amounts,$,2007,1213835000.0,6773313000.0,5275270000.0,5532613000.0,4440123000.0,3840189000.0,3816956000.0,3538099000.0,3028094000.0,2595051000.0,4007920000.0,2931980000.0,2219100000.0,1576151000.0,1005444000.0,2022108000.0,823908000.0,490712000.0
633,Donations &amp; gifts,$,2007,0.0,15480000.0,50816000.0,134799000.0,215899000.0,289008000.0,369009000.0,385959000.0,411989000.0,400559000.0,718726000.0,659335000.0,568785000.0,510108000.0,367764000.0,1051539000.0,753091000.0,2603663000.0
634,total tax credit on donations and gifts,$,2007,0.0,3895000.0,12764000.0,34199000.0,55218000.0,75897000.0,98002000.0,103073000.0,110791000.0,108284000.0,195182000.0,180067000.0,155380000.0,140473000.0,101589000.0,293526000.0,212857000.0,751248000.0
635,total federal non-refundable tax credits,$,2007,1213835000.0,6777208000.0,5288034000.0,5566812000.0,4495340000.0,3916085000.0,3914958000.0,3641172000.0,3138886000.0,2703335000.0,4203102000.0,3112047000.0,2374479000.0,1716625000.0,1107032000.0,2315634000.0,1036766000.0,1241960000.0
636,federal dividend tax credit,$,2007,0.0,32000.0,6750000.0,17650000.0,39689000.0,50106000.0,78698000.0,112600000.0,119027000.0,126734000.0,240766000.0,233492000.0,240652000.0,184463000.0,162982000.0,608522000.0,610275000.0,2136069000.0
637,basic federal tax,$,2007,1677000.0,20331000.0,176317000.0,701579000.0,1454931000.0,2227842000.0,3203124000.0,3909805000.0,4285111000.0,4600268000.0,9220453000.0,9018372000.0,8342661000.0,6991945000.0,5222098000.0,14308151000.0,10709537000.0,25117564000.0
638,net federal tax,$,2007,1677000.0,21397000.0,176799000.0,700294000.0,1449719000.0,2220023000.0,3191329000.0,3893625000.0,4265321000.0,4574628000.0,9173994000.0,8968907000.0,8297341000.0,6948124000.0,5180987000.0,14179790000.0,10567468000.0,24723209000.0
639,CPP contributions on self-employment,$,2007,1525000.0,70379000.0,149021000.0,179154000.0,177410000.0,171981000.0,165673000.0,166753000.0,151729000.0,127193000.0,165121000.0,116007000.0,92027000.0,75794000.0,60006000.0,171839000.0,131919000.0,105435000.0
640,net provincial or territorial tax,$,2007,886000.0,5404000.0,56156000.0,253857000.0,624625000.0,1018745000.0,1396459000.0,1717175000.0,1880300000.0,1972984000.0,3871413000.0,3743119000.0,3480512000.0,3014349000.0,2265527000.0,6443036000.0,4777641000.0,11123477000.0
641,total tax payable,$,2007,3450000.0,80786000.0,343010000.0,1088570000.0,2213662000.0,3373978000.0,4720967000.0,5745429000.0,6273811000.0,6651824000.0,13211667000.0,12871258000.0,11964053000.0,10147307000.0,7612204000.0,21121523000.0,15652537000.0,36064184000.0
